RowID,Level,Term,SeeAlso,NonEssModif,MalignantPrimary,MalignantSecondary,CaInSitu,Benign,UncertainBehavior,UnspecifiedBehavior
1768,1,suprasellar,,(region),C71.9,C79.31,-,D33.2,D43.2,D49.6
1769,1,supratentorial,,(brain),C71.0,C79.31,-,D33.0,D43.0,D49.6
1770,1,sweat gland,,(apocrine) (eccrine),C44.90,C79.2,D04.9,D23.9,D48.5,D49.2
1771,2,specified site,"Neoplasm, skin",,,,,,,
1772,1,sympathetic nerve or nervous system NEC,,,C47.9,C79.89,-,D36.10,D48.2,D49.2
1773,1,symphysis pubis,,,C41.4,C79.51,-,D16.8,D48.0,D49.2
1774,1,synovial membrane,"Neoplasm, connective tissue",,,,,,,
1775,1,"tapetum, brain",,,C71.8,C79.31,-,D33.2,D43.2,D49.6
1776,1,tarsus,,(any bone),C40.3-,C79.51,-,D16.3-,-,-
1777,1,temple,,(skin),C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
1778,1,temporal,,,,,,,,
1779,2,bone,,,C41.0,C79.51,-,D16.4-,D48.0,D49.2
1780,2,lobe or pole,,,C71.2,C79.31,-,D33.0,D43.0,D49.6
1781,2,region,,,C76.0,C79.89,D09.8,D36.7,D48.7,D49.89
1782,3,skin,,,C44.309,C79.2,D04.39,D23.39,D48.5,D49.2
1783,1,tendon,"Neoplasm, connective tissue",(sheath),,,,,,
1784,1,tentorium,,(cerebelli),C70.0,C79.32,-,D32.0,D42.0,D49.7
1785,1,"testis, testes",,,C62.9-,C79.82,D07.69,D29.2-,D40.1-,D49.59
1786,2,descended,,,C62.1-,C79.82,D07.69,D29.2-,D40.1-,D49.59
1787,2,ectopic,,,C62.0-,C79.82,D07.69,D29.2-,D40.1-,D49.59
1788,2,retained,,,C62.0-,C79.82,D07.69,D29.2-,D40.1-,D49.59
1789,2,scrotal,,,C62.1-,C79.82,D07.69,D29.2-,D40.1-,D49.59
1790,2,undescended,,,C62.0-,C79.82,D07.69,D29.2-,D40.1-,D49.59
1791,2,unspecified whether descended or undescended,,,C62.9-,C79.82,D07.69,D29.2-,D40.1-,D49.59
1792,1,thalamus,,,C71.0,C79.31,-,D33.0,D43.0,D49.6
1793,1,thigh NEC,,,C76.5-,C79.89,D04.7-,D36.7,D48.7,D49.89
1794,1,"thorax, thoracic",,(cavity) (organs NEC),C76.1,C79.89,D09.8,D36.7,D48.7,D49.89
1795,2,duct,,,C49.3,C79.89,-,D21.3,D48.1,D49.2
1796,2,wall NEC,,,C76.1,C79.89,D09.8,D36.7,D48.7,D49.89
1797,1,throat,,,C14.0,C79.89,D00.08,D10.9,D37.05,D49.0
1798,1,thumb NEC,,,C76.4-,C79.89,D04.6-,D36.7,D48.7,D49.89
1799,1,thymus,,(gland),C37,C79.89,D09.3,D15.0,D38.4,D49.89
1800,1,thyroglossal duct,,,C73,C79.89,D09.3,D34,D44.0,D49.7
1801,1,thyroid,,(gland),C73,C79.89,D09.3,D34,D44.0,D49.7
1802,2,cartilage,,,C32.3,C78.39,D02.0,D14.1,D38.0,D49.1
1803,1,tibia,,(any part),C40.2-,C79.51,-,D16.2-,-,-
1804,1,toe NEC,,,C76.5-,C79.89,D04.7-,D36.7,D48.7,D49.89
1805,1,tongue,,,C02.9,C79.89,D00.07,D10.1,D37.02,D49.0
1806,2,anterior,,(two-thirds),C02.3,C79.89,D00.07,D10.1,D37.02,D49.0
1807,3,dorsal surface,,,C02.0,C79.89,D00.07,D10.1,D37.02,D49.0
1808,3,ventral surface,,,C02.2,C79.89,D00.07,D10.1,D37.02,D49.0
1809,2,base,,(dorsal surface),C01,C79.89,D00.07,D10.1,D37.02,D49.0
1810,2,border,,(lateral),C02.1,C79.89,D00.07,D10.1,D37.02,D49.0
1811,2,dorsal surface NEC,,,C02.0,C79.89,D00.07,D10.1,D37.02,D49.0
1812,2,fixed part NEC,,,C01,C79.89,D00.07,D10.1,D37.02,D49.0
1813,2,foreamen cecum,,,C02.0,C79.89,D00.07,D10.1,D37.02,D49.0
1814,2,frenulum linguae,,,C02.2,C79.89,D00.07,D10.1,D37.02,D49.0
1815,2,junctional zone,,,C02.8,C79.89,D00.07,D10.1,D37.02,D49.0
1816,2,margin,,(lateral),C02.1,C79.89,D00.07,D10.1,D37.02,D49.0
1817,2,midline NEC,,,C02.0,C79.89,D00.07,D10.1,D37.02,D49.0
1818,2,mobile part NEC,,,C02.3,C79.89,D00.07,D10.1,D37.02,D49.0
1819,2,overlapping lesion,,,C02.8,-,-,-,-,-
1820,2,posterior,,(third),C01,C79.89,D00.07,D10.1,D37.02,D49.0
1821,2,root,,,C01,C79.89,D00.07,D10.1,D37.02,D49.0
1822,2,surface,,(dorsal),C02.0,C79.89,D00.07,D10.1,D37.02,D49.0
1823,3,base,,,C01,C79.89,D00.07,D10.1,D37.02,D49.0
1824,3,ventral,,,C02.2,C79.89,D00.07,D10.1,D37.02,D49.0
1825,2,tip,,,C02.1,C79.89,D00.07,D10.1,D37.02,D49.0
1826,2,tonsil,,,C02.4,C79.89,D00.07,D10.1,D37.02,D49.0
1827,1,tonsil,,,C09.9,C79.89,D00.08,D10.4,D37.05,D49.0
1828,2,"fauces, faucial",,,C09.9,C79.89,D00.08,D10.4,D37.05,D49.0
1829,2,lingual,,,C02.4,C79.89,D00.07,D10.1,D37.02,D49.0
1830,2,overlapping sites,,,C09.8,-,-,-,-,-
1831,2,palatine,,,C09.9,C79.89,D00.08,D10.4,D37.05,D49.0
1832,2,pharyngeal,,,C11.1,C79.89,D00.08,D10.6,D37.05,D49.0
1833,2,pillar,,(anterior) (posterior),C09.1,C79.89,D00.08,D10.5,D37.05,D49.0
1834,1,tonsillar fossa,,,C09.0,C79.89,D00.08,D10.5,D37.05,D49.0
1835,1,tooth socket NEC,,,C03.9,C79.89,D00.03,D10.39,D37.09,D49.0
1836,1,trachea,,(cartilage) (mucosa),C33,C78.39,D02.1,D14.2,D38.1,D49.1
1837,2,overlapping lesion with bronchus or lung,,,C34.8-,-,-,-,-,-
1838,1,tracheobronchial,,,C34.8-,C78.39,D02.1,D14.2,D38.1,D49.1
1839,2,overlapping lesion with lung,,,C34.8-,-,-,-,-,-
1840,1,tragus,,,C44.20-,C79.2,D04.2-,D23.2-,D48.5,D49.2
1841,1,trunk NEC,,,C76.8,C79.89,D04.5,D36.7,D48.7,D49.89
1842,1,tubo-ovarian,,,C57.8,C79.82,D07.39,D28.7,D39.8,D49.59
1843,1,tunica vaginalis,,,C63.7,C79.82,D07.69,D29.8,D40.8,D49.59
1844,1,turbinate,,(bone),C41.0,C79.51,-,D16.4-,D48.0,D49.2
1845,2,nasal,,,C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
1846,1,tympanic cavity,,,C30.1,C78.39,D02.3,D14.0,D38.5,D49.1
1847,1,ulna,,(any part),C40.0-,C79.51,-,D16.0-,-,-
1848,1,"umbilicus, umbilical",,,C44.509,C79.2,D04.5,D23.5,D48.5,D49.2
1849,1,"uncus, brain",,,C71.2,C79.31,-,D33.0,D43.0,D49.6
1850,1,unknown site or unspecified,,,C80.1,C79.9,D09.9,D36.9,D48.9,D49.9
1851,1,urachus,,,C67.7,C79.11,D09.0,D30.3,D41.4,D49.4
1852,1,"ureter, ureteral",,,C66.-,C79.19,D09.19,D30.2-,D41.2-,D49.59
1853,2,orifice,,(bladder),C67.6,C79.11,D09.0,D30.3,D41.4,D49.4
1854,1,ureter-bladder,,(junction),C67.6,C79.11,D09.0,D30.3,D41.4,D49.4
1855,1,"urethra, urethral",,(gland),C68.0,C79.19,D09.19,D30.4,D41.3,D49.59
1856,2,"orifice, internal",,,C67.5,C79.11,D09.0,D30.3,D41.4,D49.4
1857,1,urethrovaginal,,(septum),C57.9,C79.82,D07.30,D28.9,D39.8,D49.59
1858,1,urinary organ or system,,,C68.9,C79.10,D09.10,D30.9,D41.9,D49.59
1859,2,bladder,"Neoplasm, bladder",,,,,,,
1860,2,overlapping lesion,,,C68.8,-,-,-,-,-
1861,2,specified sites NEC,,,C68.8,C79.19,D09.19,D30.8,D41.8,D49.59
1862,1,utero-ovarian,,,C57.8,C79.82,D07.39,D28.7,D39.8,D49.59
1863,2,ligament,,,C57.1,C79.82,D07.39,D28.2,D39.8,D49.59
1864,1,uterosacral ligament,,,C57.3,C79.82,-,D28.2,D39.8,D49.59
1865,1,"uterus, uteri, uterine",,,C55,C79.82,D07.0,D26.9,D39.0,D49.59
1866,2,adnexa NEC,,,C57.4,C79.82,D07.39,D28.7,D39.8,D49.59
1867,2,body,,,C54.9,C79.82,D07.0,D26.1,D39.0,D49.59
1868,2,cervix,,,C53.9,C79.82,D06.9,D26.0,D39.0,D49.59
1869,2,cornu,,,C54.9,C79.82,D07.0,D26.1,D39.0,D49.59
1870,2,corpus,,,C54.9,C79.82,D07.0,D26.1,D39.0,D49.59
1871,2,endocervix,,(canal) (gland),C53.0,C79.82,D06.0,D26.0,D39.0,D49.59
1872,2,endometrium,,,C54.1,C79.82,D07.0,D26.1,D39.0,D49.59
1873,2,exocervix,,,C53.1,C79.82,D06.1,D26.0,D39.0,D49.59
1874,2,external os,,,C53.1,C79.82,D06.1,D26.0,D39.0,D49.59
1875,2,fundus,,,C54.3,C79.82,D07.0,D26.1,D39.0,D49.59
1876,2,internal os,,,C53.0,C79.82,D06.0,D26.0,D39.0,D49.59
1877,2,isthmus,,,C54.0,C79.82,D07.0,D26.1,D39.0,D49.59
1878,2,ligament,,,C57.3,C79.82,-,D28.2,D39.8,D49.59
1879,3,broad,,,C57.1,C79.82,D07.39,D28.2,D39.8,D49.59
1880,3,round,,,C57.2,C79.82,-,D28.2,D39.8,D49.59
1881,2,lower segment,,,C54.0,C79.82,D07.0,D26.1,D39.0,D49.59
1882,2,myometrium,,,C54.2,C79.82,D07.0,D26.1,D39.0,D49.59
1883,2,overlapping sites,,,C54.8,-,-,-,-,-
1884,2,squamocolumnar junction,,,C53.8,C79.82,D06.7,D26.0,D39.0,D49.59
1885,2,tube,,,C57.0-,C79.82,D07.39,D28.2,D39.8,D49.59
1886,1,"utricle, prostatic",,,C68.0,C79.19,D09.19,D30.4,D41.3,D49.59
1887,1,uveal tract,,,C69.4-,C79.49,D09.2-,D31.4-,D48.7,D49.89
1888,1,uvula,,,C05.2,C79.89,D00.04,D10.39,D37.09,D49.0
1889,1,"vagina, vaginal",,(fornix) (vault) (wall),C52,C79.82,D07.2,D28.1,D39.8,D49.59
1890,1,vaginovesical,,,C57.9,C79.82,D07.30,D28.9,D39.9,D49.59
1891,2,septum,,,C57.9,C79.82,D07.30,D28.9,D39.9,D49.59
1892,1,vallecula,,(epigiottis),C10.0,C79.89,D00.08,D10.5,D37.05,D49.0
1893,1,vas deferens,,,C63.1-,C79.82,D07.69,D29.8,D40.8,D49.59
1894,1,vascular,"Neoplasm, connective tissue",,,,,,,
1895,1,Vater's ampulla,,,C24.1,C78.89,D01.5,D13.5,D37.6,D49.0
1896,1,"vein, venous","Neoplasm, connective tissue",,,,,,,
1897,1,vena cava,,(abdominal) (inferior),C49.4,C79.89,-,D21.4,D48.1,D49.2
1898,2,superior,,,C49.3,C79.89,-,D21.3,D48.1,D49.2
1899,1,ventricle,,(cerebral) (floor) (lateral) (third),C71.5,C79.31,-,D33.0,D43.0,D49.6
1900,2,cardiac,,(left) (right),C38.0,C79.89,-,D15.1,D48.7,D49.89
1901,2,fourth,,,C71.7,C79.31,-,D33.1,D43.1,D49.6
1902,1,ventricular band of larynx,,,C32.1,C78.39,D02.0,D14.1,D38.0,D49.1
1903,1,ventriculus,"Neoplasm, stomach",,,,,,,
1904,1,vermillion border,"Neoplasm, lip",,,,,,,
1905,1,"vermis, cerebellum",,,C71.6,C79.31,-,D33.1,D43.1,D49.6
1906,1,vertebra,,(column),C41.2,C79.51,-,D16.6,D48.0,D49.2
1907,2,coccyx,,,C41.4,C79.51,-,D16.8-,D48.0,D49.2
1908,2,marrow NEC,,,C96.9,C79.52,-,-,D47.9,D49.89
1909,2,sacrum,,,C41.4,C79.51,-,D16.8-,D48.0,D49.2
1910,1,vesical,"Neoplasm, bladder",,,,,,,
1911,1,"vesicle, seminal",,,C63.7,C79.82,D07.69,D29.8,D40.8,D49.59
1912,1,vesicocervical tissue,,,C57.9,C79.82,D07.30,D28.9,D39.9,D49.59
1913,1,vesicorectal,,,C76.3,C79.82,D09.8,D36.7,D48.7,D49.89
1914,1,vesicovaginal,,,C57.9,C79.82,D07.30,D28.9,D39.9,D49.59
1915,2,septum,,,C57.9,C79.82,D07.30,D28.9,D39.8,D49.59
1916,1,vessel,"Neoplasm, connective tissue",(blood),,,,,,
1917,1,"vestibular gland, greater",,,C51.0,C79.82,D07.1,D28.0,D39.8,D49.59
1918,1,vestibule,,,,,,,,
1919,2,mouth,,,C06.1,C79.89,D00.00,D10.39,D37.09,D49.0
1920,2,nose,,,C30.0,C78.39,D02.3,D14.0,D38.5,D49.1
1921,1,Virchow's gland,,,C77.0,C77.0,-,D36.0,D48.7,D49.89
1922,1,viscera NEC,,,C76.8,C79.89,D09.8,D36.7,D48.7,D49.89
1923,1,vocal cords,,(true),C32.0,C78.39,D02.0,D14.1,D38.0,D49.1
1924,2,false,,,C32.1,C78.39,D02.0,D14.1,D38.0,D49.1
1925,1,vomer,,,C41.0,C79.51,-,D16.4-,D48.0,D49.2
1926,1,vulva,,,C51.9,C79.82,D07.1,D28.0,D39.8,D49.59
1927,1,vulvovaginal gland,,,C51.0,C79.82,D07.1,D28.0,D39.8,D49.59
1928,1,Waldeyer's ring,,,C14.2,C79.89,D00.08,D10.9,D37.05,D49.0
1929,1,Wharton's duct,,,C08.0,C79.89,D00.00,D11.7,D37.032,D49.0
1930,1,white matter,,(central) (cerebral),C71.0,C79.31,-,D33.0,D43.0,D49.6
1931,1,windpipe,,,C33,C78.39,D02.1,D14.2,D38.1,D49.1
1932,1,Wirsung's duct,,,C25.3,C78.89,D01.7,D13.6,D37.8,D49.0
1933,1,wolffian,,(body) (duct),,,,,,
1934,2,female,,,C57.7,C79.82,D07.39,D28.7,D39.8,D49.59
1935,2,male,,,C63.7,C79.82,D07.69,D29.8,D40.8,D49.59
1936,1,womb,"Neoplasm, uterus",,,,,,,
1937,1,wrist NEC,,,C76.4-,C79.89,D04.6-,D36.7,D48.7,D49.89
1938,1,xiphoid process,,,C41.3,C79.51,-,D16.7,D48.0,D49.2
1939,1,Zuckerkandl organ,,,C75.5,C79.89,-,D35.6,D44.7,D49.7
