Code,Description,ChapterID,SectionID
K08.49,Partial loss of teeth due to other specified cause,11,K00-K14
K08.491,"Partial loss of teeth due to other specified cause, class I",11,K00-K14
K08.492,"Partial loss of teeth due to other specified cause, class II",11,K00-K14
K08.493,"Partial loss of teeth due to other specified cause, class III",11,K00-K14
K08.494,"Partial loss of teeth due to other specified cause, class IV",11,K00-K14
K08.499,"Partial loss of teeth due to other specified cause, unspecified class",11,K00-K14
K08.5,Unsatisfactory restoration of tooth,11,K00-K14
K08.50,"Unsatisfactory restoration of tooth, unspecified",11,K00-K14
K08.51,Open restoration margins of tooth,11,K00-K14
K08.52,Unrepairable overhanging of dental restorative materials,11,K00-K14
K08.53,Fractured dental restorative material,11,K00-K14
K08.530,Fractured dental restorative material without loss of material,11,K00-K14
K08.531,Fractured dental restorative material with loss of material,11,K00-K14
K08.539,"Fractured dental restorative material, unspecified",11,K00-K14
K08.54,Contour of existing restoration of tooth biologically incompatible with oral health,11,K00-K14
K08.55,Allergy to existing dental restorative material,11,K00-K14
K08.56,Poor aesthetic of existing restoration of tooth,11,K00-K14
K08.59,Other unsatisfactory restoration of tooth,11,K00-K14
K08.8,Other specified disorders of teeth and supporting structures,11,K00-K14
K08.81,Primary occlusal trauma,11,K00-K14
K08.82,Secondary occlusal trauma,11,K00-K14
K08.89,Other specified disorders of teeth and supporting structures,11,K00-K14
K08.9,"Disorder of teeth and supporting structures, unspecified",11,K00-K14
K09,"Cysts of oral region, not elsewhere classified",11,K00-K14
K09.0,Developmental odontogenic cysts,11,K00-K14
K09.1,Developmental (nonodontogenic) cysts of oral region,11,K00-K14
K09.8,"Other cysts of oral region, not elsewhere classified",11,K00-K14
K09.9,"Cyst of oral region, unspecified",11,K00-K14
K11,Diseases of salivary glands,11,K00-K14
K11.0,Atrophy of salivary gland,11,K00-K14
K11.1,Hypertrophy of salivary gland,11,K00-K14
K11.2,Sialoadenitis,11,K00-K14
K11.20,"Sialoadenitis, unspecified",11,K00-K14
K11.21,Acute sialoadenitis,11,K00-K14
K11.22,Acute recurrent sialoadenitis,11,K00-K14
K11.23,Chronic sialoadenitis,11,K00-K14
K11.3,Abscess of salivary gland,11,K00-K14
K11.4,Fistula of salivary gland,11,K00-K14
K11.5,Sialolithiasis,11,K00-K14
K11.6,Mucocele of salivary gland,11,K00-K14
K11.7,Disturbances of salivary secretion,11,K00-K14
K11.8,Other diseases of salivary glands,11,K00-K14
K11.9,"Disease of salivary gland, unspecified",11,K00-K14
K12,Stomatitis and related lesions,11,K00-K14
K12.0,Recurrent oral aphthae,11,K00-K14
K12.1,Other forms of stomatitis,11,K00-K14
K12.2,Cellulitis and abscess of mouth,11,K00-K14
K12.3,Oral mucositis (ulcerative),11,K00-K14
K12.30,"Oral mucositis (ulcerative), unspecified",11,K00-K14
K12.31,Oral mucositis (ulcerative) due to antineoplastic therapy,11,K00-K14
K12.32,Oral mucositis (ulcerative) due to other drugs,11,K00-K14
K12.33,Oral mucositis (ulcerative) due to radiation,11,K00-K14
K12.39,Other oral mucositis (ulcerative),11,K00-K14
K13,Other diseases of lip and oral mucosa,11,K00-K14
K13.0,Diseases of lips,11,K00-K14
K13.1,Cheek and lip biting,11,K00-K14
K13.2,"Leukoplakia and other disturbances of oral epithelium, including tongue",11,K00-K14
K13.21,"Leukoplakia of oral mucosa, including tongue",11,K00-K14
K13.22,Minimal keratinized residual ridge mucosa,11,K00-K14
K13.23,Excessive keratinized residual ridge mucosa,11,K00-K14
K13.24,Leukokeratosis nicotina palati,11,K00-K14
K13.29,"Other disturbances of oral epithelium, including tongue",11,K00-K14
K13.3,Hairy leukoplakia,11,K00-K14
K13.4,Granuloma and granuloma-like lesions of oral mucosa,11,K00-K14
K13.5,Oral submucous fibrosis,11,K00-K14
K13.6,Irritative hyperplasia of oral mucosa,11,K00-K14
K13.7,Other and unspecified lesions of oral mucosa,11,K00-K14
K13.70,Unspecified lesions of oral mucosa,11,K00-K14
K13.79,Other lesions of oral mucosa,11,K00-K14
K14,Diseases of tongue,11,K00-K14
K14.0,Glossitis,11,K00-K14
K14.1,Geographic tongue,11,K00-K14
K14.2,Median rhomboid glossitis,11,K00-K14
K14.3,Hypertrophy of tongue papillae,11,K00-K14
K14.4,Atrophy of tongue papillae,11,K00-K14
K14.5,Plicated tongue,11,K00-K14
K14.6,Glossodynia,11,K00-K14
K14.8,Other diseases of tongue,11,K00-K14
K14.9,"Disease of tongue, unspecified",11,K00-K14
K20,Esophagitis,11,K20-K31
K20.0,Eosinophilic esophagitis,11,K20-K31
K20.8,Other esophagitis,11,K20-K31
K20.80,Other esophagitis without bleeding,11,K20-K31
K20.81,Other esophagitis with bleeding,11,K20-K31
K20.9,"Esophagitis, unspecified",11,K20-K31
K20.90,"Esophagitis, unspecified without bleeding",11,K20-K31
K20.91,"Esophagitis, unspecified with bleeding",11,K20-K31
K21,Gastro-esophageal reflux disease,11,K20-K31
K21.0,Gastro-esophageal reflux disease with esophagitis,11,K20-K31
K21.00,"Gastro-esophageal reflux disease with esophagitis, without bleeding",11,K20-K31
K21.01,"Gastro-esophageal reflux disease with esophagitis, with bleeding",11,K20-K31
K21.9,Gastro-esophageal reflux disease without esophagitis,11,K20-K31
K22,Other diseases of esophagus,11,K20-K31
K22.0,Achalasia of cardia,11,K20-K31
K22.1,Ulcer of esophagus,11,K20-K31
K22.10,Ulcer of esophagus without bleeding,11,K20-K31
K22.11,Ulcer of esophagus with bleeding,11,K20-K31
K22.2,Esophageal obstruction,11,K20-K31
K22.3,Perforation of esophagus,11,K20-K31
K22.4,Dyskinesia of esophagus,11,K20-K31
K22.5,"Diverticulum of esophagus, acquired",11,K20-K31
K22.6,Gastro-esophageal laceration-hemorrhage syndrome,11,K20-K31
K22.7,Barrett's esophagus,11,K20-K31
K22.70,Barrett's esophagus without dysplasia,11,K20-K31
K22.71,Barrett's esophagus with dysplasia,11,K20-K31
K22.710,Barrett's esophagus with low grade dysplasia,11,K20-K31
K22.711,Barrett's esophagus with high grade dysplasia,11,K20-K31
K22.719,"Barrett's esophagus with dysplasia, unspecified",11,K20-K31
K22.8,Other specified diseases of esophagus,11,K20-K31
K22.81,Esophageal polyp,11,K20-K31
K22.82,Esophagogastric junction polyp,11,K20-K31
K22.89,Other specified disease of esophagus,11,K20-K31
K22.9,"Disease of esophagus, unspecified",11,K20-K31
K23,Disorders of esophagus in diseases classified elsewhere,11,K20-K31
K25,Gastric ulcer,11,K20-K31
K25.0,Acute gastric ulcer with hemorrhage,11,K20-K31
K25.1,Acute gastric ulcer with perforation,11,K20-K31
K25.2,Acute gastric ulcer with both hemorrhage and perforation,11,K20-K31
K25.3,Acute gastric ulcer without hemorrhage or perforation,11,K20-K31
K25.4,Chronic or unspecified gastric ulcer with hemorrhage,11,K20-K31
K25.5,Chronic or unspecified gastric ulcer with perforation,11,K20-K31
K25.6,Chronic or unspecified gastric ulcer with both hemorrhage and perforation,11,K20-K31
K25.7,Chronic gastric ulcer without hemorrhage or perforation,11,K20-K31
K25.9,"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation",11,K20-K31
K26,Duodenal ulcer,11,K20-K31
K26.0,Acute duodenal ulcer with hemorrhage,11,K20-K31
K26.1,Acute duodenal ulcer with perforation,11,K20-K31
K26.2,Acute duodenal ulcer with both hemorrhage and perforation,11,K20-K31
K26.3,Acute duodenal ulcer without hemorrhage or perforation,11,K20-K31
K26.4,Chronic or unspecified duodenal ulcer with hemorrhage,11,K20-K31
K26.5,Chronic or unspecified duodenal ulcer with perforation,11,K20-K31
K26.6,Chronic or unspecified duodenal ulcer with both hemorrhage and perforation,11,K20-K31
K26.7,Chronic duodenal ulcer without hemorrhage or perforation,11,K20-K31
K26.9,"Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation",11,K20-K31
K27,"Peptic ulcer, site unspecified",11,K20-K31
K27.0,"Acute peptic ulcer, site unspecified, with hemorrhage",11,K20-K31
K27.1,"Acute peptic ulcer, site unspecified, with perforation",11,K20-K31
K27.2,"Acute peptic ulcer, site unspecified, with both hemorrhage and perforation",11,K20-K31
K27.3,"Acute peptic ulcer, site unspecified, without hemorrhage or perforation",11,K20-K31
K27.4,"Chronic or unspecified peptic ulcer, site unspecified, with hemorrhage",11,K20-K31
K27.5,"Chronic or unspecified peptic ulcer, site unspecified, with perforation",11,K20-K31
K27.6,"Chronic or unspecified peptic ulcer, site unspecified, with both hemorrhage and perforation",11,K20-K31
K27.7,"Chronic peptic ulcer, site unspecified, without hemorrhage or perforation",11,K20-K31
K27.9,"Peptic ulcer, site unspecified, unspecified as acute or chronic, without hemorrhage or perforation",11,K20-K31
K28,Gastrojejunal ulcer,11,K20-K31
K28.0,Acute gastrojejunal ulcer with hemorrhage,11,K20-K31
K28.1,Acute gastrojejunal ulcer with perforation,11,K20-K31
K28.2,Acute gastrojejunal ulcer with both hemorrhage and perforation,11,K20-K31
K28.3,Acute gastrojejunal ulcer without hemorrhage or perforation,11,K20-K31
K28.4,Chronic or unspecified gastrojejunal ulcer with hemorrhage,11,K20-K31
K28.5,Chronic or unspecified gastrojejunal ulcer with perforation,11,K20-K31
K28.6,Chronic or unspecified gastrojejunal ulcer with both hemorrhage and perforation,11,K20-K31
K28.7,Chronic gastrojejunal ulcer without hemorrhage or perforation,11,K20-K31
K28.9,"Gastrojejunal ulcer, unspecified as acute or chronic, without hemorrhage or perforation",11,K20-K31
K29,Gastritis and duodenitis,11,K20-K31
K29.0,Acute gastritis,11,K20-K31
K29.00,Acute gastritis without bleeding,11,K20-K31
K29.01,Acute gastritis with bleeding,11,K20-K31
K29.2,Alcoholic gastritis,11,K20-K31
K29.20,Alcoholic gastritis without bleeding,11,K20-K31
K29.21,Alcoholic gastritis with bleeding,11,K20-K31
K29.3,Chronic superficial gastritis,11,K20-K31
K29.30,Chronic superficial gastritis without bleeding,11,K20-K31
K29.31,Chronic superficial gastritis with bleeding,11,K20-K31
K29.4,Chronic atrophic gastritis,11,K20-K31
K29.40,Chronic atrophic gastritis without bleeding,11,K20-K31
K29.41,Chronic atrophic gastritis with bleeding,11,K20-K31
K29.5,Unspecified chronic gastritis,11,K20-K31
K29.50,Unspecified chronic gastritis without bleeding,11,K20-K31
K29.51,Unspecified chronic gastritis with bleeding,11,K20-K31
K29.6,Other gastritis,11,K20-K31
K29.60,Other gastritis without bleeding,11,K20-K31
K29.61,Other gastritis with bleeding,11,K20-K31
K29.7,"Gastritis, unspecified",11,K20-K31
K29.70,"Gastritis, unspecified, without bleeding",11,K20-K31
K29.71,"Gastritis, unspecified, with bleeding",11,K20-K31
K29.8,Duodenitis,11,K20-K31
K29.80,Duodenitis without bleeding,11,K20-K31
K29.81,Duodenitis with bleeding,11,K20-K31
K29.9,"Gastroduodenitis, unspecified",11,K20-K31
K29.90,"Gastroduodenitis, unspecified, without bleeding",11,K20-K31
K29.91,"Gastroduodenitis, unspecified, with bleeding",11,K20-K31
K30,Functional dyspepsia,11,K20-K31
K31,Other diseases of stomach and duodenum,11,K20-K31
K31.0,Acute dilatation of stomach,11,K20-K31
K31.1,Adult hypertrophic pyloric stenosis,11,K20-K31
K31.2,Hourglass stricture and stenosis of stomach,11,K20-K31
K31.3,"Pylorospasm, not elsewhere classified",11,K20-K31
K31.4,Gastric diverticulum,11,K20-K31
K31.5,Obstruction of duodenum,11,K20-K31
K31.6,Fistula of stomach and duodenum,11,K20-K31
K31.7,Polyp of stomach and duodenum,11,K20-K31
K31.8,Other specified diseases of stomach and duodenum,11,K20-K31
K31.81,Angiodysplasia of stomach and duodenum,11,K20-K31
K31.811,Angiodysplasia of stomach and duodenum with bleeding,11,K20-K31
K31.819,Angiodysplasia of stomach and duodenum without bleeding,11,K20-K31
K31.82,Dieulafoy lesion (hemorrhagic) of stomach and duodenum,11,K20-K31
K31.83,Achlorhydria,11,K20-K31
K31.84,Gastroparesis,11,K20-K31
K31.89,Other diseases of stomach and duodenum,11,K20-K31
K31.9,"Disease of stomach and duodenum, unspecified",11,K20-K31
K31.A,Gastric intestinal metaplasia,11,K20-K31
K31.A0,"Gastric intestinal metaplasia, unspecified",11,K20-K31
K31.A1,Gastric intestinal metaplasia without dysplasia,11,K20-K31
K31.A11,"Gastric intestinal metaplasia without dysplasia, involving the antrum",11,K20-K31
K31.A12,"Gastric intestinal metaplasia without dysplasia, involving the body (corpus)",11,K20-K31
K31.A13,"Gastric intestinal metaplasia without dysplasia, involving the fundus",11,K20-K31
K31.A14,"Gastric intestinal metaplasia without dysplasia, involving the cardia",11,K20-K31
K31.A15,"Gastric intestinal metaplasia without dysplasia, involving multiple sites",11,K20-K31
K31.A19,"Gastric intestinal metaplasia without dysplasia, unspecified site",11,K20-K31
K31.A2,Gastric intestinal metaplasia with dysplasia,11,K20-K31
K31.A21,Gastric intestinal metaplasia with low grade dysplasia,11,K20-K31
K31.A22,Gastric intestinal metaplasia with high grade dysplasia,11,K20-K31
K31.A29,"Gastric intestinal metaplasia with dysplasia, unspecified",11,K20-K31
K35,Acute appendicitis,11,K35-K38
K35.2,Acute appendicitis with generalized peritonitis,11,K35-K38
K35.20,"Acute appendicitis with generalized peritonitis, without abscess",11,K35-K38
K35.200,"Acute appendicitis with generalized peritonitis, without perforation or abscess",11,K35-K38
K35.201,"Acute appendicitis with generalized peritonitis, with perforation, without abscess",11,K35-K38
K35.209,"Acute appendicitis with generalized peritonitis, without abscess, unspecified as to perforation",11,K35-K38
K35.21,"Acute appendicitis with generalized peritonitis, with abscess",11,K35-K38
K35.210,"Acute appendicitis with generalized peritonitis, without perforation, with abscess",11,K35-K38
K35.211,"Acute appendicitis with generalized peritonitis, with perforation and abscess",11,K35-K38
K35.219,"Acute appendicitis with generalized peritonitis, with abscess, unspecified as to perforation",11,K35-K38
K35.3,Acute appendicitis with localized peritonitis,11,K35-K38
K35.30,"Acute appendicitis with localized peritonitis, without perforation or gangrene",11,K35-K38
K35.31,"Acute appendicitis with localized peritonitis and gangrene, without perforation",11,K35-K38
K35.32,"Acute appendicitis with perforation, localized peritonitis, and gangrene, without abscess",11,K35-K38
K35.33,"Acute appendicitis with perforation, localized peritonitis, and gangrene, with abscess",11,K35-K38
K35.8,Other and unspecified acute appendicitis,11,K35-K38
K35.80,Unspecified acute appendicitis,11,K35-K38
K35.89,Other acute appendicitis,11,K35-K38
K35.890,Other acute appendicitis without perforation or gangrene,11,K35-K38
K35.891,"Other acute appendicitis without perforation, with gangrene",11,K35-K38
K36,Other appendicitis,11,K35-K38
K37,Unspecified appendicitis,11,K35-K38
K38,Other diseases of appendix,11,K35-K38
K38.0,Hyperplasia of appendix,11,K35-K38
K38.1,Appendicular concretions,11,K35-K38
K38.2,Diverticulum of appendix,11,K35-K38
K38.3,Fistula of appendix,11,K35-K38
K38.8,Other specified diseases of appendix,11,K35-K38
K38.9,"Disease of appendix, unspecified",11,K35-K38
K40,Inguinal hernia,11,K40-K46
K40.0,"Bilateral inguinal hernia, with obstruction, without gangrene",11,K40-K46
K40.00,"Bilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent",11,K40-K46
K40.01,"Bilateral inguinal hernia, with obstruction, without gangrene, recurrent",11,K40-K46
K40.1,"Bilateral inguinal hernia, with gangrene",11,K40-K46
K40.10,"Bilateral inguinal hernia, with gangrene, not specified as recurrent",11,K40-K46
K40.11,"Bilateral inguinal hernia, with gangrene, recurrent",11,K40-K46
K40.2,"Bilateral inguinal hernia, without obstruction or gangrene",11,K40-K46
K40.20,"Bilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent",11,K40-K46
K40.21,"Bilateral inguinal hernia, without obstruction or gangrene, recurrent",11,K40-K46
K40.3,"Unilateral inguinal hernia, with obstruction, without gangrene",11,K40-K46
K40.30,"Unilateral inguinal hernia, with obstruction, without gangrene, not specified as recurrent",11,K40-K46
K40.31,"Unilateral inguinal hernia, with obstruction, without gangrene, recurrent",11,K40-K46
K40.4,"Unilateral inguinal hernia, with gangrene",11,K40-K46
K40.40,"Unilateral inguinal hernia, with gangrene, not specified as recurrent",11,K40-K46
K40.41,"Unilateral inguinal hernia, with gangrene, recurrent",11,K40-K46
K40.9,"Unilateral inguinal hernia, without obstruction or gangrene",11,K40-K46
K40.90,"Unilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent",11,K40-K46
K40.91,"Unilateral inguinal hernia, without obstruction or gangrene, recurrent",11,K40-K46
K41,Femoral hernia,11,K40-K46
K41.0,"Bilateral femoral hernia, with obstruction, without gangrene",11,K40-K46
K41.00,"Bilateral femoral hernia, with obstruction, without gangrene, not specified as recurrent",11,K40-K46
K41.01,"Bilateral femoral hernia, with obstruction, without gangrene, recurrent",11,K40-K46
K41.1,"Bilateral femoral hernia, with gangrene",11,K40-K46
K41.10,"Bilateral femoral hernia, with gangrene, not specified as recurrent",11,K40-K46
